[INFO]2024-05-09 19:44:41,409 log.py:38: logs/2024_05_09_19_44_myrca.log
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 8 acc: 0.5. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 9 acc: 0.5333333333333333. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 10 acc: 0.6. 
[INFO]2024-05-09 19:49:32,864 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器进程中止.json。
[INFO]2024-05-09 19:49:32,865 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,865 rca.py:323: n: 404. skipped: 0.
[INFO]2024-05-09 19:49:32,865 rca.py:324: avg_rank: 3.7846534653465347. 
[INFO]2024-05-09 19:49:32,865 rca.py:326: top 1 acc: 0.5371287128712872. 
[INFO]2024-05-09 19:49:32,865 rca.py:326: top 2 acc: 0.6014851485148515. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 3 acc: 0.6460396039603961. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 4 acc: 0.6732673267326733. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 5 acc: 0.7252475247524752. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 6 acc: 0.7425742574257426. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 7 acc: 0.7524752475247525. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 8 acc: 0.7623762376237624. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 9 acc: 0.7747524752475248. 
[INFO]2024-05-09 19:49:32,866 rca.py:326: top 10 acc: 0.7920792079207921. 
[INFO]2024-05-09 19:49:32,866 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_all.json。
[INFO]2024-05-09 19:49:32,866 run.py:370: -----------------RCA parameters: individual_coef: 0.1.-----------------
[INFO]2024-05-09 19:49:34,176 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_result_0.1.json。
[INFO]2024-05-09 19:49:34,176 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:34,176 rca.py:323: n: 64. skipped: 0.
[INFO]2024-05-09 19:49:34,176 rca.py:324: avg_rank: 1.109375. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 1 acc: 0.890625. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 2 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 3 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 4 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 5 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 6 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 7 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 8 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 9 acc: 1.0. 
[INFO]2024-05-09 19:49:34,176 rca.py:326: top 10 acc: 1.0. 
[INFO]2024-05-09 19:49:34,177 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.1_k8s容器cpu负载.json。
[INFO]2024-05-09 19:49:34,177 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:34,177 rca.py:323: n: 36. skipped: 0.
[INFO]2024-05-09 19:49:34,177 rca.py:324: avg_rank: 1.5. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 1 acc: 0.9166666666666666. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 2 acc: 0.9444444444444444. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 3 acc: 0.9444444444444444. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 4 acc: 0.9444444444444444. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 5 acc: 0.9444444444444444. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 6 acc: 0.9444444444444444. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 7 acc: 0.9444444444444444. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 8 acc: 0.9444444444444444. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 9 acc: 0.9722222222222222. 
[INFO]2024-05-09 19:49:34,177 rca.py:326: top 10 acc: 0.9722222222222222. 
[INFO]2024-05-09 19:49:34,178 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.1_k8s容器网络延迟.json。
[INFO]2024-05-09 19:49:34,178 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:34,178 rca.py:323: n: 60. skipped: 0.
[INFO]2024-05-09 19:49:34,178 rca.py:324: avg_rank: 2.3833333333333333. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 1 acc: 0.7166666666666667. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 2 acc: 0.75. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 3 acc: 0.8. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 4 acc: 0.85. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 5 acc: 0.8666666666666667. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 6 acc: 0.9. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 7 acc: 0.9. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 8 acc: 0.9166666666666666. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 9 acc: 0.9166666666666666. 
[INFO]2024-05-09 19:49:34,178 rca.py:326: top 10 acc: 0.9166666666666666. 
[INFO]2024-05-09 19:49:34,178 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.1_k8s容器网络资源包损坏.json。
[INFO]2024-05-09 19:49:34,179 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:34,179 rca.py:323: n: 74. skipped: 0.
[INFO]2024-05-09 19:49:34,179 rca.py:324: avg_rank: 2.810810810810811. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 1 acc: 0.6891891891891891. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 2 acc: 0.7162162162162162. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 3 acc: 0.7432432432432432. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 4 acc: 0.7702702702702703. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 5 acc: 0.8243243243243243. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 6 acc: 0.8513513513513513. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 7 acc: 0.8513513513513513. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 8 acc: 0.8648648648648649. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 9 acc: 0.8783783783783784. 
[INFO]2024-05-09 19:49:34,179 rca.py:326: top 10 acc: 0.9054054054054054. 
[INFO]2024-05-09 19:49:34,179 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.1_k8s容器网络丢包.json。
[INFO]2024-05-09 19:49:34,180 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:34,180 rca.py:323: n: 58. skipped: 0.
[INFO]2024-05-09 19:49:34,180 rca.py:324: avg_rank: 1.6551724137931034. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 1 acc: 0.8275862068965517. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 2 acc: 0.8793103448275862. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 3 acc: 0.9310344827586207. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 4 acc: 0.9310344827586207. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 5 acc: 0.9310344827586207. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 6 acc: 0.9482758620689655. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 7 acc: 0.9655172413793104. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 8 acc: 0.9655172413793104. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 9 acc: 0.9655172413793104. 
[INFO]2024-05-09 19:49:34,180 rca.py:326: top 10 acc: 0.9655172413793104. 
[INFO]2024-05-09 19:49:34,180 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.1_k8s容器内存负载.json。
[INFO]2024-05-09 19:49:34,180 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:34,180 rca.py:323: n: 52. skipped: 0.
[INFO]2024-05-09 19:49:34,181 rca.py:324: avg_rank: 1.3653846153846154. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 1 acc: 0.9423076923076923. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 2 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 3 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 4 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 5 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 6 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 7 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 8 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 9 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 10 acc: 0.9615384615384616. 
[INFO]2024-05-09 19:49:34,181 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.1_k8s容器读io负载.json。
[INFO]2024-05-09 19:49:34,181 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:34,181 rca.py:323: n: 30. skipped: 0.
[INFO]2024-05-09 19:49:34,181 rca.py:324: avg_rank: 2.566666666666667. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 1 acc: 0.7333333333333333. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 2 acc: 0.7666666666666667. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 3 acc: 0.8. 
[INFO]2024-05-09 19:49:34,181 rca.py:326: top 4 acc: 0.8. 
[INFO]2024-05-09 19:49:34,182 rca.py:326: top 5 acc: 0.8666666666666667. 
[INFO]2024-05-09 19:49:34,182 rca.py:326: top 6 acc: 0.8666666666666667. 
[INFO]2024-05-09 19:49:34,182 rca.py:326: top 7 acc: 0.8666666666666667. 
[INFO]2024-05-09 19:49:34,182 rca.py:326: top 8 acc: 0.8666666666666667. 
