0,1,2,3,4,5,6,7,8,9,10,11,12
0.8273811,0.3719169,0.54061246,0.5615919,0.5200776,0.51079035,0.50433147,0.50992805,0.5052179,0.524324,0.51279235,0.4880092,0.3183946
0.5904413,0.28221938,0.5184593,0.47800627,0.48943612,0.49825388,0.49507076,0.5008511,0.48045984,0.47142106,0.5065935,0.20471883,0.15313461
0.8171243,0.064341016,0.528533,0.5071832,0.49242556,0.4879178,0.45463338,0.48333204,0.12783347,0.06604299,0.16097398,0.093494564,0.20797785
0.6716157,0.04763103,0.45255992,0.40973577,0.13765883,0.036381196,0.036539167,0.04091173,0.039647393,0.040669188,0.043492418,0.04663533,0.06667354
0.8258597,0.034636967,0.6159739,0.3881541,0.15015939,0.9305419,0.8456377,0.048450008,0.03678163,0.02962544,0.038955264,0.034345582,0.09694973
0.590771,0.23220655,0.44596705,0.40197968,0.364497,0.34414133,0.38207787,0.3634272,0.36728266,0.29225412,0.19299376,0.14732143,0.16794974
0.7965341,0.058374535,0.4055585,0.5391814,0.53394884,0.5373567,0.45676705,0.3129763,0.20040244,0.069242164,0.28943756,0.21120033,0.114734486
0.8274472,0.028235542,0.5849347,0.5227651,0.51626176,0.51374596,0.5109961,0.50327384,0.14719637,0.057142556,0.3042378,0.033298273,0.08278643
0.7528577,0.07924122,0.098003596,0.65159285,0.289153,0.27882007,0.36415973,0.289012,0.017638525,0.02510162,0.040269505,0.045313723,0.16192259
0.8215448,0.019746361,0.64265996,0.27756107,0.2246546,0.19690378,0.021489866,0.018227499,0.018072166,0.020836346,0.021664184,0.021583818,0.15509564
0.6956433,0.060559258,0.48851982,0.09551742,0.055637304,0.3172268,0.3463337,0.04841596,0.05821467,0.06829971,0.07991639,0.09604967,0.13406764
0.83200055,0.01968341,0.53566056,0.32132477,0.21473028,0.173501,0.14570107,0.14461346,0.042845428,0.032211818,0.09658787,0.022880957,0.054842416
0.72969943,0.026863907,0.375493,0.049788,0.024334425,0.016309246,0.017311024,0.019258818,0.025171869,0.033797063,0.042522963,0.04607337,0.0770276
0.59045124,0.066335365,0.54476064,0.50119615,0.3771736,0.3453895,0.32458967,0.311311,0.10401243,0.099581346,0.057250727,0.060726292,0.08553025
0.83159226,0.013265663,0.64096665,0.2658483,0.18809871,0.14141771,0.03633955,0.013968199,0.012000542,0.012548816,0.014446327,0.0074873557,0.12299204
0.8273648,0.47871062,0.55227125,0.53412753,0.5110791,0.57813954,0.48262364,0.5231699,0.5220477,0.54829776,0.4562026,0.48254654,0.45146582
0.83199173,0.015097041,0.5341434,0.42335108,0.34789136,0.2871054,0.16005088,0.1599211,0.15465458,0.15183546,0.17510216,0.11937733,0.04333196
0.8319917,0.013951643,0.568635,0.4268748,0.34649694,0.2793101,0.16450226,0.1521054,0.15198167,0.14462635,0.15109815,0.10744855,0.039784882
0.71580416,0.1453381,0.54337287,0.45800334,0.5204254,0.5150209,0.5147585,0.5161647,0.4818029,0.49226367,0.36035627,0.1865021,0.29326475
0.59051985,0.13863084,0.5322366,0.5226354,0.5252642,0.5224008,0.48944685,0.5256738,0.4348865,0.47505194,0.15396823,0.12913997,0.14598241
